Date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Price
2010-01-04,33.8765495659132,26.20856898631865,42.25356585873418,33.8765495659132,33.8765495659132,-0.01429969851679427,-0.01429969851679427,-0.01429969851679427,-0.01429969851679427,-0.01429969851679427,-0.01429969851679427,0.0,0.0,0.0,33.86224986739641
2010-01-05,33.8765495659132,25.437803848356438,41.847034788701784,33.8765495659132,33.8765495659132,-0.06737226933866493,-0.06737226933866493,-0.06737226933866493,-0.06737226933866493,-0.06737226933866493,-0.06737226933866493,0.0,0.0,0.0,33.80917729657454
2010-01-06,33.8765495659132,26.04083663007003,41.47093726291714,33.8765495659132,33.8765495659132,-0.1236129676496476,-0.1236129676496476,-0.1236129676496476,-0.1236129676496476,-0.1236129676496476,-0.1236129676496476,0.0,0.0,0.0,33.75293659826355
2010-01-07,33.8765495659132,26.148909571167863,41.52397146003215,33.8765495659132,33.8765495659132,-0.1821504742315863,-0.1821504742315863,-0.1821504742315863,-0.1821504742315863,-0.1821504742315863,-0.1821504742315863,0.0,0.0,0.0,33.69439909168162
2010-01-08,33.8765495659132,25.010170797345936,41.26973392327262,33.8765495659132,33.8765495659132,-0.24208363667371,-0.24208363667371,-0.24208363667371,-0.24208363667371,-0.24208363667371,-0.24208363667371,0.0,0.0,0.0,33.63446592923949
2010-01-11,33.8765495659132,25.29557653826571,41.599862903077934,33.8765495659132,33.8765495659132,-0.42117131633469196,-0.42117131633469196,-0.42117131633469196,-0.42117131633469196,-0.42117131633469196,-0.42117131633469196,0.0,0.0,0.0,33.45537824957851
2010-01-12,33.8765495659132,25.444580490354287,41.61194659095965,33.8765495659132,33.8765495659132,-0.47770023117611315,-0.47770023117611315,-0.47770023117611315,-0.47770023117611315,-0.47770023117611315,-0.47770023117611315,0.0,0.0,0.0,33.398849334737086
2010-01-13,33.8765495659132,25.594835461425557,41.27582993334824,33.8765495659132,33.8765495659132,-0.5312892551866915,-0.5312892551866915,-0.5312892551866915,-0.5312892551866915,-0.5312892551866915,-0.5312892551866915,0.0,0.0,0.0,33.34526031072651
2010-01-14,33.8765495659132,24.92193222427313,41.57076514668659,33.8765495659132,33.8765495659132,-0.5812220028056043,-0.5812220028056043,-0.5812220028056043,-0.5812220028056043,-0.5812220028056043,-0.5812220028056043,0.0,0.0,0.0,33.2953275631076
2010-01-15,33.8765495659132,25.13928060422563,41.12431178414722,33.8765495659132,33.8765495659132,-0.6268658112608008,-0.6268658112608008,-0.6268658112608008,-0.6268658112608008,-0.6268658112608008,-0.6268658112608008,0.0,0.0,0.0,33.2496837546524
2010-01-19,33.8765495659132,24.770869019909,41.552183499434044,33.8765495659132,33.8765495659132,-0.7573741722488214,-0.7573741722488214,-0.7573741722488214,-0.7573741722488214,-0.7573741722488214,-0.7573741722488214,0.0,0.0,0.0,33.11917539366438
2010-01-20,33.8765495659132,24.862035856681537,41.306749474407994,33.8765495659132,33.8765495659132,-0.775646597298744,-0.775646597298744,-0.775646597298744,-0.775646597298744,-0.775646597298744,-0.775646597298744,0.0,0.0,0.0,33.100902968614456
2010-01-21,33.8765495659132,24.797382850860746,41.67934440555479,33.8765495659132,33.8765495659132,-0.7880387381634198,-0.7880387381634198,-0.7880387381634198,-0.7880387381634198,-0.7880387381634198,-0.7880387381634198,0.0,0.0,0.0,33.08851082774978
2010-01-22,33.8765495659132,25.2650221710149,41.584409387599564,33.8765495659132,33.8765495659132,-0.7946763321534023,-0.7946763321534023,-0.7946763321534023,-0.7946763321534023,-0.7946763321534023,-0.7946763321534023,0.0,0.0,0.0,33.0818732337598
2010-01-25,33.8765495659132,25.319467682597747,40.801600415786865,33.8765495659132,33.8765495659132,-0.782822518178712,-0.782822518178712,-0.782822518178712,-0.782822518178712,-0.782822518178712,-0.782822518178712,0.0,0.0,0.0,33.09372704773449
